id,timestamp,latitude,longitude,location_name,frc,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,speed_ratio,delay_time,date,time
201,"2025-04-22 13:18:58",13.2296,76.5865,"Agra Fort, India",FRC2,17,32,1857,355,0.53,1502,2025-04-22,13:18:58
202,"2025-04-22 13:18:58",20.0918,76.8703,"India Gate, Delhi, India",FRC4,38,41,215,968,0.93,-753,2025-04-22,13:18:58
203,"2025-04-22 13:18:58",18.7725,74.1775,"Mumbai, India",FRC1,25,27,864,643,0.93,221,2025-04-22,13:18:58
204,"2025-04-22 13:18:58",12.1251,76.4956,"Bangalore, India",FRC3,32,24,1071,1115,1.33,-44,2025-04-22,13:18:58
205,"2025-04-22 13:18:58",15.8456,81.1671,"Chennai, India",FRC3,18,21,545,885,0.86,-340,2025-04-22,13:18:58
206,"2025-04-22 13:18:58",24.5026,80.5418,"Kolkata, India",FRC1,27,35,934,1706,0.77,-772,2025-04-22,13:18:58
207,"2025-04-22 13:18:58",26.4542,79.1697,"Lucknow, India",FRC2,31,30,467,1073,1.03,-606,2025-04-22,13:18:58
208,"2025-04-22 13:18:58",16.6555,84.9972,"Bhopal, India",FRC3,11,37,453,358,0.3,95,2025-04-22,13:18:58
209,"2025-04-22 13:18:58",15.9738,74.6533,"Chandigarh, India",FRC3,14,45,1287,1165,0.31,122,2025-04-22,13:18:58
210,"2025-04-22 13:18:58",16.3715,86.1543,"Taj Mahal, India",FRC4,14,43,1914,1362,0.33,552,2025-04-22,13:18:58
211,"2025-04-22 22:28:00",18.5827,73.0534,"Agra Fort, India",FRC4,13,42,800,923,0.31,-123,2025-04-22,22:28:00
212,"2025-04-22 22:28:00",25.074,87.2909,"India Gate, Delhi, India",FRC4,10,39,483,572,0.26,-89,2025-04-22,22:28:00
213,"2025-04-22 22:28:00",29.5308,85.5868,"Mumbai, India",FRC3,27,37,940,975,0.73,-35,2025-04-22,22:28:00
214,"2025-04-22 22:28:00",12.3463,78.0912,"Bangalore, India",FRC1,34,49,679,1247,0.69,-568,2025-04-22,22:28:00
215,"2025-04-22 22:28:00",26.036,78.8152,"Chennai, India",FRC1,25,23,983,1240,1.09,-257,2025-04-22,22:28:00
216,"2025-04-22 22:28:00",19.3909,79.3454,"Kolkata, India",FRC4,35,42,1500,118,0.83,1382,2025-04-22,22:28:00
217,"2025-04-22 22:28:00",18.8275,83.6057,"Lucknow, India",FRC1,33,39,556,1483,0.85,-927,2025-04-22,22:28:00
218,"2025-04-22 22:28:00",22.0832,81.3678,"Bhopal, India",FRC4,29,38,420,1706,0.76,-1286,2025-04-22,22:28:00
219,"2025-04-22 22:28:00",17.0334,74.7688,"Chandigarh, India",FRC2,39,44,952,1610,0.89,-658,2025-04-22,22:28:00
220,"2025-04-22 22:28:00",28.0909,74.016,"Taj Mahal, India",FRC1,26,35,399,837,0.74,-438,2025-04-22,22:28:00
221,"2025-04-22 23:15:29",22.7164,84.2311,"Agra Fort, India",FRC3,22,49,439,1142,0.45,-703,2025-04-22,23:15:29
222,"2025-04-22 23:15:29",25.6549,77.3155,"India Gate, Delhi, India",FRC1,15,34,1485,1224,0.44,261,2025-04-22,23:15:29
223,"2025-04-22 23:15:29",29.6404,83.6193,"Mumbai, India",FRC3,21,41,295,1419,0.51,-1124,2025-04-22,23:15:29
224,"2025-04-22 23:15:29",24.947,80.4299,"Bangalore, India",FRC1,13,34,833,59,0.38,774,2025-04-22,23:15:29
225,"2025-04-22 23:15:29",16.0833,72.5033,"Chennai, India",FRC2,24,49,644,1181,0.49,-537,2025-04-22,23:15:29
226,"2025-04-22 23:15:29",16.1587,76.685,"Kolkata, India",FRC3,14,24,827,1554,0.58,-727,2025-04-22,23:15:29
227,"2025-04-22 23:15:29",18.7715,86.2469,"Lucknow, India",FRC3,10,46,1484,779,0.22,705,2025-04-22,23:15:29
228,"2025-04-22 23:15:29",16.7357,79.9751,"Bhopal, India",FRC2,13,42,395,621,0.31,-226,2025-04-22,23:15:29
229,"2025-04-22 23:15:29",12.6254,77.0356,"Chandigarh, India",FRC3,15,23,451,1483,0.65,-1032,2025-04-22,23:15:29
230,"2025-04-22 23:15:29",19.6317,82.8854,"Taj Mahal, India",FRC3,30,43,673,250,0.7,423,2025-04-22,23:15:29
231,"2025-04-22 23:20:25",23.2026,80.2334,"Agra Fort, India",FRC4,31,34,1209,1146,0.91,63,2025-04-22,23:20:25
232,"2025-04-22 23:20:25",17.807,84.0607,"India Gate, Delhi, India",FRC1,25,39,1878,1303,0.64,575,2025-04-22,23:20:25
233,"2025-04-22 23:20:25",18.0466,86.1505,"Mumbai, India",FRC3,35,28,1438,1045,1.25,393,2025-04-22,23:20:25
234,"2025-04-22 23:20:25",13.4842,82.3357,"Bangalore, India",FRC3,24,50,649,145,0.48,504,2025-04-22,23:20:25
235,"2025-04-22 23:20:25",21.9291,82.6853,"Chennai, India",FRC1,36,20,1257,1441,1.8,-184,2025-04-22,23:20:25
236,"2025-04-22 23:20:25",24.1477,82.4454,"Kolkata, India",FRC3,10,33,1539,483,0.3,1056,2025-04-22,23:20:25
237,"2025-04-22 23:20:25",14.4584,74.2605,"Lucknow, India",FRC1,36,22,1799,1424,1.64,375,2025-04-22,23:20:25
238,"2025-04-22 23:20:25",12.0357,87.9122,"Bhopal, India",FRC3,36,22,943,239,1.64,704,2025-04-22,23:20:25
239,"2025-04-22 23:20:25",29.1638,82.967,"Chandigarh, India",FRC2,29,32,1578,454,0.91,1124,2025-04-22,23:20:25
240,"2025-04-22 23:20:25",23.6712,86.5465,"Taj Mahal, India",FRC2,24,48,1145,987,0.5,158,2025-04-22,23:20:25
241,"2025-04-22 23:28:10",20.9576,83.7011,"Agra Fort, India",FRC3,38,22,1063,1441,1.73,-378,2025-04-22,23:28:10
242,"2025-04-22 23:28:10",25.3076,79.6593,"India Gate, Delhi, India",FRC2,29,49,1571,1458,0.59,113,2025-04-22,23:28:10
243,"2025-04-22 23:28:10",22.0067,79.1092,"Mumbai, India",FRC2,34,30,1394,74,1.13,1320,2025-04-22,23:28:10
244,"2025-04-22 23:28:10",15.5827,87.6601,"Bangalore, India",FRC3,20,37,1243,718,0.54,525,2025-04-22,23:28:10
245,"2025-04-22 23:28:10",17.7987,74.5691,"Chennai, India",FRC2,32,33,1840,1440,0.97,400,2025-04-22,23:28:10
246,"2025-04-22 23:28:10",12.5064,80.8252,"Kolkata, India",FRC2,14,47,1274,375,0.3,899,2025-04-22,23:28:10
247,"2025-04-22 23:28:10",27.2771,78.4457,"Lucknow, India",FRC1,34,32,1803,345,1.06,1458,2025-04-22,23:28:10
248,"2025-04-22 23:28:10",29.4309,78.9789,"Bhopal, India",FRC2,11,32,1583,1774,0.34,-191,2025-04-22,23:28:10
249,"2025-04-22 23:28:10",24.0419,80.792,"Chandigarh, India",FRC3,35,50,207,129,0.7,78,2025-04-22,23:28:10
250,"2025-04-22 23:28:10",14.4365,77.8121,"Taj Mahal, India",FRC3,10,23,1597,890,0.43,707,2025-04-22,23:28:10
251,"2025-04-22 23:33:11",28.6261,76.3966,"Agra Fort, India",FRC4,18,49,1742,1313,0.37,429,2025-04-22,23:33:11
252,"2025-04-22 23:33:11",23.4708,78.5093,"India Gate, Delhi, India",FRC3,14,38,1441,325,0.37,1116,2025-04-22,23:33:11
253,"2025-04-22 23:33:11",14.1396,80.676,"Mumbai, India",FRC2,37,49,1662,526,0.76,1136,2025-04-22,23:33:11
254,"2025-04-22 23:33:11",18.0817,82.1707,"Bangalore, India",FRC4,15,38,143,1136,0.39,-993,2025-04-22,23:33:11
255,"2025-04-22 23:33:11",17.207,77.789,"Chennai, India",FRC1,32,27,1164,80,1.19,1084,2025-04-22,23:33:11
256,"2025-04-22 23:33:11",26.2165,74.951,"Kolkata, India",FRC2,15,48,1343,1760,0.31,-417,2025-04-22,23:33:11
257,"2025-04-22 23:33:11",13.1985,74.5809,"Lucknow, India",FRC1,39,29,554,880,1.34,-326,2025-04-22,23:33:11
258,"2025-04-22 23:33:11",29.6804,77.643,"Bhopal, India",FRC2,28,39,1160,164,0.72,996,2025-04-22,23:33:11
259,"2025-04-22 23:33:11",14.3977,76.03,"Chandigarh, India",FRC4,28,33,843,371,0.85,472,2025-04-22,23:33:11
260,"2025-04-22 23:33:11",24.882,85.5867,"Taj Mahal, India",FRC4,19,31,1869,542,0.61,1327,2025-04-22,23:33:11
261,"2025-04-24 18:40:54",23.517,74.4177,"Agra Fort, India",FRC4,31,43,204,743,0.72,-539,2025-04-24,18:40:54
262,"2025-04-24 18:40:54",28.9057,82.2747,"India Gate, Delhi, India",FRC3,39,31,1358,667,1.26,691,2025-04-24,18:40:54
263,"2025-04-24 18:40:54",18.1702,76.1902,"Mumbai, India",FRC4,21,28,1482,1736,0.75,-254,2025-04-24,18:40:54
264,"2025-04-24 18:40:54",19.2008,86.2786,"Bangalore, India",FRC2,34,23,1710,661,1.48,1049,2025-04-24,18:40:54
265,"2025-04-24 18:40:54",27.5858,80.2045,"Chennai, India",FRC2,15,25,934,200,0.6,734,2025-04-24,18:40:54
266,"2025-04-24 18:40:54",27.211,87.9894,"Kolkata, India",FRC1,30,37,1812,795,0.81,1017,2025-04-24,18:40:54
267,"2025-04-24 18:40:54",25.6499,78.4577,"Lucknow, India",FRC3,18,48,344,115,0.38,229,2025-04-24,18:40:54
268,"2025-04-24 18:40:54",24.4257,80.9716,"Bhopal, India",FRC1,18,40,1609,1027,0.45,582,2025-04-24,18:40:54
269,"2025-04-24 18:40:54",19.2356,74.1509,"Chandigarh, India",FRC1,34,33,538,1699,1.03,-1161,2025-04-24,18:40:54
270,"2025-04-24 18:40:54",13.6242,72.801,"Taj Mahal, India",FRC2,15,24,891,1024,0.62,-133,2025-04-24,18:40:54
271,"2025-05-05 20:29:50",17.2981,87.3421,"Agra Fort, India",FRC1,10,23,1693,979,0.43,714,2025-05-05,20:29:50
272,"2025-05-05 20:29:50",12.614,74.9397,"India Gate, Delhi, India",FRC4,20,24,1488,1425,0.83,63,2025-05-05,20:29:50
273,"2025-05-05 20:29:50",25.8323,76.8493,"Mumbai, India",FRC2,26,20,1380,120,1.3,1260,2025-05-05,20:29:50
274,"2025-05-05 20:29:50",21.4678,83.7558,"Bangalore, India",FRC1,26,48,628,924,0.54,-296,2025-05-05,20:29:50
275,"2025-05-05 20:29:50",27.1771,77.8135,"Chennai, India",FRC2,40,32,990,1158,1.25,-168,2025-05-05,20:29:50
276,"2025-05-05 20:29:50",12.2706,75.7244,"Kolkata, India",FRC2,27,47,1793,650,0.57,1143,2025-05-05,20:29:50
277,"2025-05-05 20:29:50",16.7452,79.7175,"Lucknow, India",FRC3,21,33,386,743,0.64,-357,2025-05-05,20:29:50
278,"2025-05-05 20:29:50",29.2528,76.7663,"Bhopal, India",FRC2,19,31,737,815,0.61,-78,2025-05-05,20:29:50
279,"2025-05-05 20:29:50",18.0201,76.1917,"Chandigarh, India",FRC4,25,31,106,679,0.81,-573,2025-05-05,20:29:50
280,"2025-05-05 20:29:50",29.5922,79.8671,"Taj Mahal, India",FRC2,19,23,1746,303,0.83,1443,2025-05-05,20:29:50
281,"2025-05-06 14:07:50",17.0662,84.763,"Agra Fort, India",FRC3,29,38,1447,816,0.76,631,2025-05-06,14:07:50
282,"2025-05-06 14:07:50",13.4169,82.1103,"India Gate, Delhi, India",FRC3,10,36,144,1681,0.28,-1537,2025-05-06,14:07:50
283,"2025-05-06 14:07:50",27.3564,87.5752,"Mumbai, India",FRC1,37,50,1757,1735,0.74,22,2025-05-06,14:07:50
284,"2025-05-06 14:07:50",26.7228,86.9913,"Bangalore, India",FRC2,18,37,1310,588,0.49,722,2025-05-06,14:07:50
285,"2025-05-06 14:07:50",29.998,74.0101,"Chennai, India",FRC1,13,23,1661,656,0.57,1005,2025-05-06,14:07:50
286,"2025-05-06 14:07:50",13.2987,78.9686,"Kolkata, India",FRC4,22,25,1591,96,0.88,1495,2025-05-06,14:07:50
287,"2025-05-06 14:07:50",14.7381,76.3639,"Lucknow, India",FRC3,15,40,1501,1066,0.38,435,2025-05-06,14:07:50
288,"2025-05-06 14:07:50",19.0018,83.6297,"Bhopal, India",FRC2,10,33,1969,530,0.3,1439,2025-05-06,14:07:50
289,"2025-05-06 14:07:50",26.6186,79.3349,"Chandigarh, India",FRC3,31,50,523,90,0.62,433,2025-05-06,14:07:50
290,"2025-05-06 14:07:50",13.3479,81.5198,"Taj Mahal, India",FRC2,33,27,895,453,1.22,442,2025-05-06,14:07:50
291,"2025-05-08 17:03:48",18.8403,85.918,"Agra Fort, India",FRC1,24,26,323,1137,0.92,-814,2025-05-08,17:03:48
292,"2025-05-08 17:03:48",24.9504,72.7945,"India Gate, Delhi, India",FRC4,22,35,751,918,0.63,-167,2025-05-08,17:03:48
293,"2025-05-08 17:03:48",25.0647,78.0615,"Mumbai, India",FRC2,14,44,250,458,0.32,-208,2025-05-08,17:03:48
294,"2025-05-08 17:03:48",29.4857,76.6634,"Bangalore, India",FRC3,14,37,634,622,0.38,12,2025-05-08,17:03:48
295,"2025-05-08 17:03:48",22.2068,83.7625,"Chennai, India",FRC2,35,30,1060,1024,1.17,36,2025-05-08,17:03:48
296,"2025-05-08 17:03:48",13.9387,86.8839,"Kolkata, India",FRC3,32,39,1533,1425,0.82,108,2025-05-08,17:03:48
297,"2025-05-08 17:03:48",12.6702,74.2253,"Lucknow, India",FRC3,34,38,277,436,0.89,-159,2025-05-08,17:03:48
298,"2025-05-08 17:03:48",26.3791,79.5853,"Bhopal, India",FRC2,13,37,703,861,0.35,-158,2025-05-08,17:03:48
299,"2025-05-08 17:03:48",21.5104,85.7615,"Chandigarh, India",FRC1,11,44,1496,366,0.25,1130,2025-05-08,17:03:48
300,"2025-05-08 17:03:48",19.047,74.1146,"Taj Mahal, India",FRC3,23,22,1135,1223,1.05,-88,2025-05-08,17:03:48
301,"2025-05-09 21:06:44",25.2838,78.591,"Agra Fort, India",FRC1,31,40,716,180,0.78,536,2025-05-09,21:06:44
302,"2025-05-09 21:06:44",12.127,85.6068,"India Gate, Delhi, India",FRC4,17,40,433,911,0.42,-478,2025-05-09,21:06:44
303,"2025-05-09 21:06:44",27.228,74.9198,"Mumbai, India",FRC4,33,35,254,733,0.94,-479,2025-05-09,21:06:44
304,"2025-05-09 21:06:44",13.5751,78.0322,"Bangalore, India",FRC3,31,24,229,452,1.29,-223,2025-05-09,21:06:44
305,"2025-05-09 21:06:44",20.1202,82.2107,"Chennai, India",FRC2,31,24,202,966,1.29,-764,2025-05-09,21:06:44
306,"2025-05-09 21:06:44",18.8212,74.3349,"Kolkata, India",FRC1,24,25,888,1049,0.96,-161,2025-05-09,21:06:44
307,"2025-05-09 21:06:44",24.8097,74.8187,"Lucknow, India",FRC3,31,50,1887,1177,0.62,710,2025-05-09,21:06:44
308,"2025-05-09 21:06:44",14.6663,83.9531,"Bhopal, India",FRC1,20,23,966,717,0.87,249,2025-05-09,21:06:44
309,"2025-05-09 21:06:44",12.2413,78.1129,"Chandigarh, India",FRC3,25,29,1982,1748,0.86,234,2025-05-09,21:06:44
310,"2025-05-09 21:06:44",25.6164,86.9897,"Taj Mahal, India",FRC1,35,27,807,1075,1.3,-268,2025-05-09,21:06:44
311,"2025-05-11 11:34:10",19.3609,76.3998,"Agra Fort, India",FRC2,33,34,130,1316,0.97,-1186,2025-05-11,11:34:10
312,"2025-05-11 11:34:10",16.2942,74.0355,"India Gate, Delhi, India",FRC4,28,23,1546,1713,1.22,-167,2025-05-11,11:34:10
313,"2025-05-11 11:34:10",19.8627,72.7132,"Mumbai, India",FRC3,21,20,225,1629,1.05,-1404,2025-05-11,11:34:10
314,"2025-05-11 11:34:10",16.6713,84.4091,"Bangalore, India",FRC3,14,30,593,773,0.47,-180,2025-05-11,11:34:10
315,"2025-05-11 11:34:10",22.2865,81.5791,"Chennai, India",FRC1,35,26,1188,1688,1.35,-500,2025-05-11,11:34:10
316,"2025-05-11 11:34:10",22.5894,74.2622,"Kolkata, India",FRC1,40,38,811,728,1.05,83,2025-05-11,11:34:10
317,"2025-05-11 11:34:10",21.0138,77.5103,"Lucknow, India",FRC2,32,31,1090,670,1.03,420,2025-05-11,11:34:10
318,"2025-05-11 11:34:10",23.3784,72.1912,"Bhopal, India",FRC4,29,37,275,1171,0.78,-896,2025-05-11,11:34:10
319,"2025-05-11 11:34:10",14.0443,81.6381,"Chandigarh, India",FRC1,16,31,1893,1108,0.52,785,2025-05-11,11:34:10
320,"2025-05-11 11:34:10",28.0416,73.7459,"Taj Mahal, India",FRC3,10,22,1650,211,0.45,1439,2025-05-11,11:34:10
321,"2025-05-12 17:45:30",26.9354,81.3823,"Agra Fort, India",FRC1,40,26,137,861,1.54,-724,2025-05-12,17:45:30
322,"2025-05-12 17:45:30",21.7694,87.1195,"India Gate, Delhi, India",FRC2,22,39,1455,1577,0.56,-122,2025-05-12,17:45:30
323,"2025-05-12 17:45:30",25.1825,78.466,"Mumbai, India",FRC1,30,23,1173,838,1.3,335,2025-05-12,17:45:30
324,"2025-05-12 17:45:30",23.3018,81.2285,"Bangalore, India",FRC1,13,22,1513,73,0.59,1440,2025-05-12,17:45:30
325,"2025-05-12 17:45:30",28.9439,81.4462,"Chennai, India",FRC3,21,29,1781,1105,0.72,676,2025-05-12,17:45:30
326,"2025-05-12 17:45:30",28.7997,83.4341,"Kolkata, India",FRC1,36,24,477,712,1.5,-235,2025-05-12,17:45:30
327,"2025-05-12 17:45:30",14.1889,81.8877,"Lucknow, India",FRC1,37,46,1647,649,0.8,998,2025-05-12,17:45:30
328,"2025-05-12 17:45:30",21.2492,87.5907,"Bhopal, India",FRC4,33,44,1310,253,0.75,1057,2025-05-12,17:45:30
329,"2025-05-12 17:45:30",14.0983,73.4666,"Chandigarh, India",FRC1,16,49,473,945,0.33,-472,2025-05-12,17:45:30
330,"2025-05-12 17:45:30",23.7611,86.9336,"Taj Mahal, India",FRC2,20,44,906,1621,0.45,-715,2025-05-12,17:45:30
331,"2025-05-13 08:37:05",21.1069,81.4644,"Agra Fort, India",FRC2,28,25,1651,918,1.12,733,2025-05-13,08:37:05
332,"2025-05-13 08:37:05",26.9888,84.6403,"India Gate, Delhi, India",FRC4,15,37,1240,355,0.41,885,2025-05-13,08:37:05
333,"2025-05-13 08:37:05",15.8642,82.2326,"Mumbai, India",FRC4,31,41,274,113,0.76,161,2025-05-13,08:37:05
334,"2025-05-13 08:37:05",24.7418,73.2443,"Bangalore, India",FRC3,31,37,1233,632,0.84,601,2025-05-13,08:37:05
335,"2025-05-13 08:37:05",16.0536,73.8701,"Chennai, India",FRC3,25,30,1986,1420,0.83,566,2025-05-13,08:37:05
336,"2025-05-13 08:37:05",19.3344,73.4396,"Kolkata, India",FRC4,32,46,1969,490,0.7,1479,2025-05-13,08:37:05
337,"2025-05-13 08:37:05",14.5621,80.8618,"Lucknow, India",FRC1,18,36,1920,1384,0.5,536,2025-05-13,08:37:05
338,"2025-05-13 08:37:05",19.9968,86.9747,"Bhopal, India",FRC4,23,33,1819,1011,0.7,808,2025-05-13,08:37:05
339,"2025-05-13 08:37:05",28.6145,87.3252,"Chandigarh, India",FRC1,13,28,1448,488,0.46,960,2025-05-13,08:37:05
340,"2025-05-13 08:37:05",12.0891,81.1766,"Taj Mahal, India",FRC4,36,41,300,1692,0.88,-1392,2025-05-13,08:37:05
341,"2025-12-21 16:11:29",13.2021,79.3871,"Chennai, India",FRC3,17,37,1353,1627,0.46,-274,2025-12-21,16:11:29
342,"2025-12-21 16:11:29",29.4981,83.7622,"Unknown Location",FRC3,34,32,610,1776,1.06,-1166,2025-12-21,16:11:29
343,"2025-12-21 16:11:29",13.6658,79.9988,"Chennai, India",FRC4,37,25,219,388,1.48,-169,2025-12-21,16:11:29
344,"2025-12-21 16:11:29",14.364,81.8258,"Chennai, India",FRC1,11,37,243,698,0.3,-455,2025-12-21,16:11:29
345,"2025-12-21 16:11:29",26.3978,85.7419,"India Gate, Delhi, India",FRC1,21,50,464,1327,0.42,-863,2025-12-21,16:11:29
346,"2025-12-21 16:11:29",29.1081,79.9493,"Unknown Location",FRC3,16,40,543,1404,0.4,-861,2025-12-21,16:11:29
347,"2025-12-21 16:11:29",28.3564,76.5088,"India Gate, Delhi, India",FRC1,19,36,223,347,0.53,-124,2025-12-21,16:11:29
348,"2025-12-21 16:11:29",19.6522,73.5139,"Mumbai, India",FRC3,14,41,294,917,0.34,-623,2025-12-21,16:11:29
349,"2025-12-21 16:11:29",16.7228,72.4822,"Unknown Location",FRC1,17,27,1795,714,0.63,1081,2025-12-21,16:11:29
350,"2025-12-21 16:11:29",27.2933,82.1362,"Unknown Location",FRC3,16,43,1883,1095,0.37,788,2025-12-21,16:11:29
351,"2025-12-21 16:16:30",21.0151,79.9157,"Bhopal, India",FRC3,40,37,1476,1114,1.08,362,2025-12-21,16:16:30
352,"2025-12-21 16:16:30",19.3345,84.4022,"Unknown Location",FRC3,14,50,1619,1659,0.28,-40,2025-12-21,16:16:30
353,"2025-12-21 16:16:30",14.3109,86.2324,"Unknown Location",FRC3,13,48,520,817,0.27,-297,2025-12-21,16:16:30
354,"2025-12-21 16:16:30",25.864,86.9948,"Unknown Location",FRC1,11,29,1258,912,0.38,346,2025-12-21,16:16:30
355,"2025-12-21 16:16:30",27.0762,86.9678,"Unknown Location",FRC4,10,21,1003,1235,0.48,-232,2025-12-21,16:16:30
356,"2025-12-21 16:16:30",23.7279,85.5941,"Kolkata, India",FRC1,20,30,720,239,0.67,481,2025-12-21,16:16:30
357,"2025-12-21 16:16:30",29.6523,73.0673,"Chandigarh, India",FRC1,39,23,963,828,1.7,135,2025-12-21,16:16:30
358,"2025-12-21 16:16:30",23.7474,77.6492,"Unknown Location",FRC3,36,22,1328,420,1.64,908,2025-12-21,16:16:30
359,"2025-12-21 16:16:30",17.8374,74.9165,"Unknown Location",FRC4,19,33,1834,1215,0.58,619,2025-12-21,16:16:30
360,"2025-12-21 16:16:30",27.3531,82.4541,"Unknown Location",FRC3,19,46,1875,1516,0.41,359,2025-12-21,16:16:30
361,"2025-12-21 16:21:28",26.1534,84.4755,"India Gate, Delhi, India",FRC1,21,37,1083,1034,0.57,49,2025-12-21,16:21:28
362,"2025-12-21 16:21:28",26.4966,81.0148,"Lucknow, India",FRC2,26,47,414,1251,0.55,-837,2025-12-21,16:21:28
363,"2025-12-21 16:21:28",17.2489,81.664,"Unknown Location",FRC1,27,34,1176,416,0.79,760,2025-12-21,16:21:28
364,"2025-12-21 16:21:28",26.1798,78.1164,"Taj Mahal / Agra, India",FRC2,22,23,173,585,0.96,-412,2025-12-21,16:21:28
365,"2025-12-21 16:21:28",25.7218,76.4649,"Unknown Location",FRC4,34,39,1709,192,0.87,1517,2025-12-21,16:21:28
366,"2025-12-21 16:21:28",20.1817,80.0792,"Unknown Location",FRC2,32,42,176,1393,0.76,-1217,2025-12-21,16:21:28
367,"2025-12-21 16:21:28",23.9369,81.5451,"Unknown Location",FRC4,16,49,370,1490,0.33,-1120,2025-12-21,16:21:28
368,"2025-12-21 16:21:28",25.2811,81.6567,"Unknown Location",FRC3,30,41,1462,1672,0.73,-210,2025-12-21,16:21:28
369,"2025-12-21 16:21:28",17.5489,77.3444,"Unknown Location",FRC4,14,35,1111,1703,0.4,-592,2025-12-21,16:21:28
370,"2025-12-21 16:21:28",26.7668,78.1605,"Taj Mahal / Agra, India",FRC1,22,36,156,1148,0.61,-992,2025-12-21,16:21:28
371,"2025-12-21 16:26:32",14.1556,78.2386,"Unknown Location",FRC1,12,21,679,738,0.57,-59,2025-12-21,16:26:32
372,"2025-12-21 16:26:32",27.3987,82.4093,"Unknown Location",FRC2,37,41,1480,1335,0.9,145,2025-12-21,16:26:32
373,"2025-12-21 16:26:32",18.4238,81.5571,"Unknown Location",FRC1,28,22,150,1517,1.27,-1367,2025-12-21,16:26:32
374,"2025-12-21 16:26:32",17.2841,73.8989,"Unknown Location",FRC2,31,37,1196,957,0.84,239,2025-12-21,16:26:32
375,"2025-12-21 16:26:32",27.1166,81.1911,"Unknown Location",FRC3,38,25,528,122,1.52,406,2025-12-21,16:26:32
376,"2025-12-21 16:26:32",29.3618,74.8857,"Chandigarh, India",FRC4,34,32,765,1090,1.06,-325,2025-12-21,16:26:32
377,"2025-12-21 16:26:32",19.341,86.4826,"Unknown Location",FRC1,16,29,401,1046,0.55,-645,2025-12-21,16:26:32
378,"2025-12-21 16:26:32",15.1459,81.739,"Chennai, India",FRC3,20,25,1672,1172,0.8,500,2025-12-21,16:26:32
379,"2025-12-21 16:26:32",13.5988,77.0397,"Unknown Location",FRC2,25,27,1315,478,0.93,837,2025-12-21,16:26:32
380,"2025-12-21 16:26:32",19.7593,78.8935,"Unknown Location",FRC2,16,38,1066,765,0.42,301,2025-12-21,16:26:32
381,"2025-12-21 16:31:34",26.7765,73.5618,"Unknown Location",FRC1,24,31,720,429,0.77,291,2025-12-21,16:31:34
382,"2025-12-21 16:31:34",26.9939,78.1203,"Taj Mahal / Agra, India",FRC3,19,29,1851,202,0.66,1649,2025-12-21,16:31:34
383,"2025-12-21 16:31:34",17.1774,87.1241,"Unknown Location",FRC1,18,24,1873,370,0.75,1503,2025-12-21,16:31:34
384,"2025-12-21 16:31:34",24.1771,81.9213,"Unknown Location",FRC1,39,36,161,1385,1.08,-1224,2025-12-21,16:31:34
385,"2025-12-21 16:31:34",26.6921,82.581,"Unknown Location",FRC4,39,49,1016,921,0.8,95,2025-12-21,16:31:34
386,"2025-12-21 16:31:34",19.1216,76.2306,"Unknown Location",FRC4,18,34,1870,986,0.53,884,2025-12-21,16:31:34
387,"2025-12-21 16:31:34",19.2776,72.5899,"Mumbai, India",FRC2,19,33,1936,1163,0.58,773,2025-12-21,16:31:34
388,"2025-12-21 16:31:34",25.8754,78.6471,"Unknown Location",FRC4,12,38,1948,431,0.32,1517,2025-12-21,16:31:34
389,"2025-12-21 16:31:34",24.7978,79.2328,"Unknown Location",FRC3,36,36,278,578,1,-300,2025-12-21,16:31:34
390,"2025-12-21 16:31:34",20.7007,82.9377,"Unknown Location",FRC4,26,42,1291,1789,0.62,-498,2025-12-21,16:31:34
391,"2025-12-21 16:36:36",20.6961,72.437,"Mumbai, India",FRC3,19,36,793,260,0.53,533,2025-12-21,16:36:36
392,"2025-12-21 16:36:36",16.4517,78.2961,"Unknown Location",FRC3,15,32,680,965,0.47,-285,2025-12-21,16:36:36
393,"2025-12-21 16:36:36",27.2324,83.1351,"Unknown Location",FRC1,20,42,247,1204,0.48,-957,2025-12-21,16:36:36
394,"2025-12-21 16:36:36",21.9864,86.3222,"Bhopal, India",FRC4,32,39,1606,681,0.82,925,2025-12-21,16:36:36
395,"2025-12-21 16:36:36",20.7287,80.444,"Unknown Location",FRC1,15,49,1137,173,0.31,964,2025-12-21,16:36:36
396,"2025-12-21 16:36:36",15.1652,75.9857,"Bangalore, India",FRC1,40,26,1183,804,1.54,379,2025-12-21,16:36:36
397,"2025-12-21 16:36:36",29.5261,75.7924,"Chandigarh, India",FRC3,24,32,1286,144,0.75,1142,2025-12-21,16:36:36
398,"2025-12-21 16:36:36",13.7858,84.1231,"Unknown Location",FRC4,18,21,596,1293,0.86,-697,2025-12-21,16:36:36
399,"2025-12-21 16:36:36",19.3673,80.2338,"Unknown Location",FRC4,35,47,1555,871,0.74,684,2025-12-21,16:36:36
400,"2025-12-21 16:36:36",16.5595,86.4839,"Unknown Location",FRC1,10,46,293,1065,0.22,-772,2025-12-21,16:36:36
401,"2025-12-21 16:41:35",20.1522,84.2501,"Unknown Location",FRC4,34,33,1507,1721,1.03,-214,2025-12-21,16:41:35
402,"2025-12-21 16:41:35",15.5469,76.3504,"Unknown Location",FRC2,13,22,1768,650,0.59,1118,2025-12-21,16:41:35
